id_linha,id_pedido,data_pedido,data_envio,modo_envio,id_cliente,nome_cliente,segmento,pais,cidade,estado,codigo_postal,regiao,id_produto,categoria,subcategoria,nome_produto,vendas
106,US-2016-156867,2016-11-13,2016-11-17,Classe padrao,LC-16870,Lena Cacioppo,Consumidor,Estados Unidos,Aurora,Colorado,80013.0,Oeste,OFF-BI-10002794,Material de escritorio,Pastas,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882
107,CA-2018-119004,2018-11-23,2018-11-28,Classe padrao,JM-15250,Janet Martin,Consumidor,Estados Unidos,Charlotte,North Carolina,28205.0,Sul,TEC-AC-10003499,Tecnologia,Acessorios,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112
108,CA-2018-119004,2018-11-23,2018-11-28,Classe padrao,JM-15250,Janet Martin,Consumidor,Estados Unidos,Charlotte,North Carolina,28205.0,Sul,TEC-PH-10002844,Tecnologia,Telefones,Speck Products Candyshell Flip Case,27.992
109,CA-2018-119004,2018-11-23,2018-11-28,Classe padrao,JM-15250,Janet Martin,Consumidor,Estados Unidos,Charlotte,North Carolina,28205.0,Sul,OFF-AR-10000390,Material de escritorio,Arte,Newell Chalk Holder,3.304
110,CA-2016-129476,2016-10-15,2016-10-20,Classe padrao,PA-19060,Pete Armstrong,Home office,Estados Unidos,Orland Park,Illinois,60462.0,Centro,TEC-AC-10000844,Tecnologia,Acessorios,Logitech Gaming G510s - Keyboard,339.96
111,CA-2018-146780,2018-12-25,2018-12-30,Classe padrao,CV-12805,Cynthia Voltz,Corporativo,Estados Unidos,New York City,New York,10035.0,Leste,FUR-FU-10001934,Moveis,Mobiliario,Magnifier Swing Arm Lamp,41.96
112,CA-2017-128867,2017-11-03,2017-11-10,Classe padrao,CL-12565,Clay Ludtke,Consumidor,Estados Unidos,Urbandale,Iowa,50322.0,Centro,OFF-AR-10000380,Material de escritorio,Arte,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96
113,CA-2017-128867,2017-11-03,2017-11-10,Classe padrao,CL-12565,Clay Ludtke,Consumidor,Estados Unidos,Urbandale,Iowa,50322.0,Centro,OFF-BI-10003981,Material de escritorio,Pastas,"Avery Durable Plastic 1"" Binders",27.24
114,CA-2015-115259,2015-08-25,2015-08-27,Segunda classe,RC-19960,Ryan Crowe,Consumidor,Estados Unidos,Columbus,Ohio,43229.0,Leste,OFF-FA-10000621,Material de escritorio,Fixadores,"OIC Colored Binder Clips, Assorted Sizes",40.096
115,CA-2015-115259,2015-08-25,2015-08-27,Segunda classe,RC-19960,Ryan Crowe,Consumidor,Estados Unidos,Columbus,Ohio,43229.0,Leste,OFF-EN-10002600,Material de escritorio,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72
116,CA-2015-115259,2015-08-25,2015-08-27,Segunda classe,RC-19960,Ryan Crowe,Consumidor,Estados Unidos,Columbus,Ohio,43229.0,Leste,OFF-PA-10004965,Material de escritorio,Papel,Xerox 1921,23.976
117,CA-2015-115259,2015-08-25,2015-08-27,Segunda classe,RC-19960,Ryan Crowe,Consumidor,Estados Unidos,Columbus,Ohio,43229.0,Leste,OFF-EN-10002504,Material de escritorio,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464
118,CA-2016-110457,2016-03-02,2016-03-06,Classe padrao,DK-13090,Dave Kipp,Consumidor,Estados Unidos,Seattle,Washington,98103.0,Oeste,FUR-TA-10001768,Moveis,Mesas,Hon Racetrack Conference Tables,787.53
119,US-2016-136476,2016-04-05,2016-04-10,Classe padrao,GG-14650,Greg Guthrie,Corporativo,Estados Unidos,Bristol,Tennessee,37620.0,Sul,OFF-BI-10003650,Material de escritorio,Pastas,GBC DocuBind 300 Electric Binding Machine,157.794
120,CA-2017-103730,2017-06-12,2017-06-15,Primeira classe,SC-20725,Steven Cartwright,Consumidor,Estados Unidos,Wilmington,Delaware,19805.0,Leste,FUR-FU-10002157,Moveis,Mobiliario,Artistic Insta-Plaque,47.04
121,CA-2017-103730,2017-06-12,2017-06-15,Primeira classe,SC-20725,Steven Cartwright,Consumidor,Estados Unidos,Wilmington,Delaware,19805.0,Leste,OFF-BI-10003910,Material de escritorio,Pastas,DXL Angle-View Binders with Locking Rings by Samsill,30.84
122,CA-2017-103730,2017-06-12,2017-06-15,Primeira classe,SC-20725,Steven Cartwright,Consumidor,Estados Unidos,Wilmington,Delaware,19805.0,Leste,OFF-ST-10000777,Material de escritorio,Armazenamento,"Companion Letter/Legal File, Black",226.56
123,CA-2017-103730,2017-06-12,2017-06-15,Primeira classe,SC-20725,Steven Cartwright,Consumidor,Estados Unidos,Wilmington,Delaware,19805.0,Leste,OFF-EN-10002500,Material de escritorio,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02
124,CA-2017-103730,2017-06-12,2017-06-15,Primeira classe,SC-20725,Steven Cartwright,Consumidor,Estados Unidos,Wilmington,Delaware,19805.0,Leste,TEC-PH-10003875,Tecnologia,Telefones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04
125,US-2015-152030,2015-12-26,2015-12-28,Segunda classe,AD-10180,Alan Dominguez,Home office,Estados Unidos,Houston,Texas,77041.0,Centro,FUR-CH-10004063,Moveis,Cadeiras,Global Deluxe High-Back Manager's Chair,600.558
126,US-2015-134614,2015-09-20,2015-09-25,Classe padrao,PF-19165,Philip Fox,Consumidor,Estados Unidos,Bloomington,Illinois,61701.0,Centro,FUR-TA-10004534,Moveis,Mesas,Bevis 44 x 96 Conference Tables,617.7
127,US-2018-107272,2018-11-05,2018-11-12,Classe padrao,TS-21610,Troy Staebel,Consumidor,Estados Unidos,Phoenix,Arizona,85023.0,Oeste,OFF-BI-10003274,Material de escritorio,Pastas,"Avery Durable Slant Ring Binders, No Labels",2.388
128,US-2018-107272,2018-11-05,2018-11-12,Classe padrao,TS-21610,Troy Staebel,Consumidor,Estados Unidos,Phoenix,Arizona,85023.0,Oeste,OFF-ST-10002974,Material de escritorio,Armazenamento,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992
129,US-2017-125969,2017-11-06,2017-11-10,Segunda classe,LS-16975,Lindsay Shagiari,Home office,Estados Unidos,Los Angeles,California,90004.0,Oeste,FUR-CH-10001146,Moveis,Cadeiras,"Global Task Chair, Black",81.424
130,US-2017-125969,2017-11-06,2017-11-10,Segunda classe,LS-16975,Lindsay Shagiari,Home office,Estados Unidos,Los Angeles,California,90004.0,Oeste,FUR-FU-10003773,Moveis,Mobiliario,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56
131,US-2018-164147,2018-02-02,2018-02-05,Primeira classe,DW-13585,Dorothy Wardle,Corporativo,Estados Unidos,Columbus,Ohio,43229.0,Leste,TEC-PH-10002293,Tecnologia,Telefones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97
132,US-2018-164147,2018-02-02,2018-02-05,Primeira classe,DW-13585,Dorothy Wardle,Corporativo,Estados Unidos,Columbus,Ohio,43229.0,Leste,OFF-PA-10002377,Material de escritorio,Papel,Xerox 1916,78.304
133,US-2018-164147,2018-02-02,2018-02-05,Primeira classe,DW-13585,Dorothy Wardle,Corporativo,Estados Unidos,Columbus,Ohio,43229.0,Leste,OFF-FA-10002780,Material de escritorio,Fixadores,Staples,21.456
134,CA-2017-145583,2017-10-13,2017-10-19,Classe padrao,LC-16885,Lena Creighton,Consumidor,Estados Unidos,Roseville,California,95661.0,Oeste,OFF-PA-10001804,Material de escritorio,Papel,Xerox 195,20.04
135,CA-2017-145583,2017-10-13,2017-10-19,Classe padrao,LC-16885,Lena Creighton,Consumidor,Estados Unidos,Roseville,California,95661.0,Oeste,OFF-PA-10001736,Material de escritorio,Papel,Xerox 1880,35.44
136,CA-2017-145583,2017-10-13,2017-10-19,Classe padrao,LC-16885,Lena Creighton,Consumidor,Estados Unidos,Roseville,California,95661.0,Oeste,OFF-AR-10001149,Material de escritorio,Arte,"Sanford Colorific Colored Pencils, 12/Box",11.52
137,CA-2017-145583,2017-10-13,2017-10-19,Classe padrao,LC-16885,Lena Creighton,Consumidor,Estados Unidos,Roseville,California,95661.0,Oeste,OFF-FA-10002988,Material de escritorio,Fixadores,Ideal Clamps,4.02
138,CA-2017-145583,2017-10-13,2017-10-19,Classe padrao,LC-16885,Lena Creighton,Consumidor,Estados Unidos,Roseville,California,95661.0,Oeste,OFF-BI-10004781,Material de escritorio,Pastas,GBC Wire Binding Strips,76.176
139,CA-2017-145583,2017-10-13,2017-10-19,Classe padrao,LC-16885,Lena Creighton,Consumidor,Estados Unidos,Roseville,California,95661.0,Oeste,OFF-SU-10001218,Material de escritorio,Suprimentos,Fiskars Softgrip Scissors,65.88
140,CA-2017-145583,2017-10-13,2017-10-19,Classe padrao,LC-16885,Lena Creighton,Consumidor,Estados Unidos,Roseville,California,95661.0,Oeste,FUR-FU-10001706,Moveis,Mobiliario,Longer-Life Soft White Bulbs,43.12
141,CA-2017-110366,2017-09-05,2017-09-07,Segunda classe,JD-15895,Jonathan Doherty,Corporativo,Estados Unidos,Philadelphia,Pennsylvania,19140.0,Leste,FUR-FU-10004848,Moveis,Mobiliario,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8
142,CA-2018-106180,2018-09-18,2018-09-23,Classe padrao,SH-19975,Sally Hughsby,Corporativo,Estados Unidos,San Francisco,California,94122.0,Oeste,OFF-AR-10000940,Material de escritorio,Arte,Newell 343,8.82
143,CA-2018-106180,2018-09-18,2018-09-23,Classe padrao,SH-19975,Sally Hughsby,Corporativo,Estados Unidos,San Francisco,California,94122.0,Oeste,OFF-EN-10004030,Material de escritorio,Envelopes,Convenience Packs of Business Envelopes,10.86
144,CA-2018-106180,2018-09-18,2018-09-23,Classe padrao,SH-19975,Sally Hughsby,Corporativo,Estados Unidos,San Francisco,California,94122.0,Oeste,OFF-PA-10004327,Material de escritorio,Papel,Xerox 1911,143.7
145,CA-2018-155376,2018-12-22,2018-12-27,Classe padrao,SG-20080,Sandra Glassco,Consumidor,Estados Unidos,Independence,Missouri,64055.0,Centro,OFF-AP-10001058,Material de escritorio,Eletrodomesticos,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43
146,CA-2016-110744,2016-09-07,2016-09-12,Classe padrao,HA-14920,Helen Andreada,Consumidor,Estados Unidos,Pasadena,California,91104.0,Oeste,OFF-ST-10003656,Material de escritorio,Armazenamento,Safco Industrial Wire Shelving,671.93
147,CA-2015-110072,2015-10-22,2015-10-28,Classe padrao,MG-17680,Maureen Gastineau,Home office,Estados Unidos,Newark,Ohio,43055.0,Leste,FUR-FU-10000521,Moveis,Mobiliario,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888
148,CA-2017-114489,2017-12-05,2017-12-09,Classe padrao,JE-16165,Justin Ellison,Corporativo,Estados Unidos,Franklin,Wisconsin,53132.0,Centro,TEC-PH-10000215,Tecnologia,Telefones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45
149,CA-2017-114489,2017-12-05,2017-12-09,Classe padrao,JE-16165,Justin Ellison,Corporativo,Estados Unidos,Franklin,Wisconsin,53132.0,Centro,TEC-PH-10001448,Tecnologia,Telefones,Anker Astro 15000mAh USB Portable Charger,149.97
150,CA-2017-114489,2017-12-05,2017-12-09,Classe padrao,JE-16165,Justin Ellison,Corporativo,Estados Unidos,Franklin,Wisconsin,53132.0,Centro,FUR-CH-10000454,Moveis,Cadeiras,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84
151,CA-2017-114489,2017-12-05,2017-12-09,Classe padrao,JE-16165,Justin Ellison,Corporativo,Estados Unidos,Franklin,Wisconsin,53132.0,Centro,OFF-BI-10002735,Material de escritorio,Pastas,GBC Prestige Therm-A-Bind Covers,171.55
152,CA-2017-158834,2017-03-13,2017-03-16,Primeira classe,TW-21025,Tamara Willingham,Home office,Estados Unidos,Scottsdale,Arizona,85254.0,Oeste,OFF-AP-10000326,Material de escritorio,Eletrodomesticos,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92
153,CA-2017-158834,2017-03-13,2017-03-16,Primeira classe,TW-21025,Tamara Willingham,Home office,Estados Unidos,Scottsdale,Arizona,85254.0,Oeste,TEC-PH-10001254,Tecnologia,Telefones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184
154,CA-2016-124919,2016-05-31,2016-06-02,Primeira classe,SP-20650,Stephanie Phelps,Corporativo,Estados Unidos,San Jose,California,95123.0,Oeste,OFF-PA-10001950,Material de escritorio,Papel,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38
155,CA-2016-124919,2016-05-31,2016-06-02,Primeira classe,SP-20650,Stephanie Phelps,Corporativo,Estados Unidos,San Jose,California,95123.0,Oeste,OFF-PA-10002254,Material de escritorio,Papel,Xerox 1883,105.52
156,CA-2016-124919,2016-05-31,2016-06-02,Primeira classe,SP-20650,Stephanie Phelps,Corporativo,Estados Unidos,San Jose,California,95123.0,Oeste,OFF-ST-10001590,Material de escritorio,Armazenamento,"Tenex Personal Project File with Scoop Front Design, Black",80.88
157,CA-2016-118948,2016-05-28,2016-06-03,Classe padrao,NK-18490,Neil Knudson,Home office,Estados Unidos,Seattle,Washington,98105.0,Oeste,OFF-AR-10001547,Material de escritorio,Arte,Newell 311,6.63
158,CA-2015-104269,2015-03-01,2015-03-06,Segunda classe,DB-13060,Dave Brooks,Consumidor,Estados Unidos,Seattle,Washington,98115.0,Oeste,FUR-CH-10004063,Moveis,Cadeiras,Global Deluxe High-Back Manager's Chair,457.568
159,CA-2017-114104,2017-11-20,2017-11-24,Classe padrao,NP-18670,Nora Paige,Consumidor,Estados Unidos,Edmond,Oklahoma,73034.0,Centro,OFF-LA-10002475,Material de escritorio,Etiquetas,Avery 519,14.62
160,CA-2017-114104,2017-11-20,2017-11-24,Classe padrao,NP-18670,Nora Paige,Consumidor,Estados Unidos,Edmond,Oklahoma,73034.0,Centro,TEC-PH-10004536,Tecnologia,Telefones,Avaya 5420 Digital phone,944.93
161,CA-2017-162733,2017-05-11,2017-05-12,Primeira classe,TT-21070,Ted Trevino,Consumidor,Estados Unidos,Los Angeles,California,90045.0,Oeste,OFF-PA-10002751,Material de escritorio,Papel,Xerox 1920,5.98
162,CA-2016-119697,2016-12-28,2016-12-31,Segunda classe,EM-13960,Eric Murdock,Consumidor,Estados Unidos,Philadelphia,Pennsylvania,19134.0,Leste,TEC-AC-10003657,Tecnologia,Acessorios,Lenovo 17-Key USB Numeric Keypad,54.384
163,CA-2017-154508,2017-11-16,2017-11-20,Classe padrao,RD-19900,Ruben Dartt,Consumidor,Estados Unidos,Carlsbad,New Mexico,88220.0,Oeste,OFF-EN-10001990,Material de escritorio,Envelopes,Staple envelope,28.4
164,CA-2017-113817,2017-11-07,2017-11-11,Classe padrao,MJ-17740,Max Jones,Consumidor,Estados Unidos,Seattle,Washington,98115.0,Oeste,OFF-BI-10004002,Material de escritorio,Pastas,Wilson Jones International Size A4 Ring Binders,27.68
165,CA-2015-139892,2015-09-08,2015-09-12,Classe padrao,BM-11140,Becky Martin,Consumidor,Estados Unidos,San Antonio,Texas,78207.0,Centro,OFF-AR-10004441,Material de escritorio,Arte,BIC Brite Liner Highlighters,9.936
166,CA-2015-139892,2015-09-08,2015-09-12,Classe padrao,BM-11140,Becky Martin,Consumidor,Estados Unidos,San Antonio,Texas,78207.0,Centro,TEC-MA-10000822,Tecnologia,Maquinas,Lexmark MX611dhe Monochrome Laser Printer,8159.952
167,CA-2015-139892,2015-09-08,2015-09-12,Classe padrao,BM-11140,Becky Martin,Consumidor,Estados Unidos,San Antonio,Texas,78207.0,Centro,OFF-ST-10000991,Material de escritorio,Armazenamento,Space Solutions HD Industrial Steel Shelving.,275.928
168,CA-2015-139892,2015-09-08,2015-09-12,Classe padrao,BM-11140,Becky Martin,Consumidor,Estados Unidos,San Antonio,Texas,78207.0,Centro,FUR-CH-10004287,Moveis,Cadeiras,SAFCO Arco Folding Chair,1740.06
169,CA-2015-139892,2015-09-08,2015-09-12,Classe padrao,BM-11140,Becky Martin,Consumidor,Estados Unidos,San Antonio,Texas,78207.0,Centro,OFF-AR-10002656,Material de escritorio,Arte,Sanford Liquid Accent Highlighters,32.064
170,CA-2015-139892,2015-09-08,2015-09-12,Classe padrao,BM-11140,Becky Martin,Consumidor,Estados Unidos,San Antonio,Texas,78207.0,Centro,OFF-AP-10002518,Material de escritorio,Eletrodomesticos,Kensington 7 Outlet MasterPiece Power Center,177.98
171,CA-2015-139892,2015-09-08,2015-09-12,Classe padrao,BM-11140,Becky Martin,Consumidor,Estados Unidos,San Antonio,Texas,78207.0,Centro,TEC-PH-10003931,Tecnologia,Telefones,JBL Micro Wireless Portable Bluetooth Speaker,143.976
172,CA-2015-118962,2015-08-05,2015-08-09,Classe padrao,CS-12130,Chad Sievert,Consumidor,Estados Unidos,Los Angeles,California,90004.0,Oeste,OFF-PA-10000659,Material de escritorio,Papel,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94
173,CA-2015-118962,2015-08-05,2015-08-09,Classe padrao,CS-12130,Chad Sievert,Consumidor,Estados Unidos,Los Angeles,California,90004.0,Oeste,OFF-PA-10001144,Material de escritorio,Papel,Xerox 1913,110.96
174,CA-2015-118962,2015-08-05,2015-08-09,Classe padrao,CS-12130,Chad Sievert,Consumidor,Estados Unidos,Los Angeles,California,90004.0,Oeste,FUR-CH-10003817,Moveis,Cadeiras,"Global Value Steno Chair, Gray",340.144
175,US-2015-100853,2015-09-14,2015-09-19,Classe padrao,JB-15400,Jennifer Braxton,Corporativo,Estados Unidos,Chicago,Illinois,60623.0,Centro,OFF-AP-10000891,Material de escritorio,Eletrodomesticos,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448
176,US-2015-100853,2015-09-14,2015-09-19,Classe padrao,JB-15400,Jennifer Braxton,Corporativo,Estados Unidos,Chicago,Illinois,60623.0,Centro,OFF-LA-10003148,Material de escritorio,Etiquetas,Avery 51,20.16
177,US-2018-152366,2018-04-21,2018-04-25,Segunda classe,SJ-20500,Shirley Jackson,Consumidor,Estados Unidos,Houston,Texas,77036.0,Centro,OFF-AP-10002684,Material de escritorio,Eletrodomesticos,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264
178,US-2016-101511,2016-11-21,2016-11-23,Segunda classe,JE-15745,Joel Eaton,Consumidor,Estados Unidos,Newark,Ohio,43055.0,Leste,FUR-CH-10004698,Moveis,Cadeiras,"Padded Folding Chairs, Black, 4/Carton",396.802
179,US-2016-101511,2016-11-21,2016-11-23,Segunda classe,JE-15745,Joel Eaton,Consumidor,Estados Unidos,Newark,Ohio,43055.0,Leste,OFF-SU-10002189,Material de escritorio,Suprimentos,Acme Rosewood Handle Letter Opener,15.88
180,CA-2016-137225,2016-12-15,2016-12-19,Classe padrao,JK-15640,Jim Kriz,Home office,Estados Unidos,New York City,New York,10009.0,Leste,OFF-AR-10001940,Material de escritorio,Arte,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28
181,CA-2015-166191,2015-12-05,2015-12-09,Segunda classe,DK-13150,David Kendrick,Corporativo,Estados Unidos,Decatur,Illinois,62521.0,Centro,OFF-ST-10003455,Material de escritorio,Armazenamento,"Tenex File Box, Personal Filing Tote with Lid, Black",24.816
182,CA-2015-166191,2015-12-05,2015-12-09,Segunda classe,DK-13150,David Kendrick,Corporativo,Estados Unidos,Decatur,Illinois,62521.0,Centro,TEC-AC-10004659,Tecnologia,Acessorios,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744
183,CA-2015-158274,2015-11-19,2015-11-24,Segunda classe,RM-19675,Robert Marley,Home office,Estados Unidos,Monroe,Louisiana,71203.0,Sul,TEC-PH-10003273,Tecnologia,Telefones,AT&T TR1909W,503.96
184,CA-2015-158274,2015-11-19,2015-11-24,Segunda classe,RM-19675,Robert Marley,Home office,Estados Unidos,Monroe,Louisiana,71203.0,Sul,TEC-PH-10004896,Tecnologia,Telefones,Nokia Lumia 521 (T-Mobile),149.95
185,CA-2015-158274,2015-11-19,2015-11-24,Segunda classe,RM-19675,Robert Marley,Home office,Estados Unidos,Monroe,Louisiana,71203.0,Sul,TEC-AC-10002345,Tecnologia,Acessorios,HP Standard 104 key PS/2 Keyboard,29.0
186,CA-2017-105018,2017-11-28,2017-12-02,Classe padrao,SK-19990,Sally Knutson,Consumidor,Estados Unidos,Fairfield,Connecticut,6824.0,Leste,OFF-BI-10001890,Material de escritorio,Pastas,Avery Poly Binder Pockets,7.16
187,CA-2015-123260,2015-08-26,2015-08-30,Classe padrao,FM-14290,Frank Merwin,Home office,Estados Unidos,Los Angeles,California,90032.0,Oeste,TEC-AC-10002323,Tecnologia,Acessorios,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8
188,CA-2017-157000,2017-07-16,2017-07-22,Classe padrao,AM-10360,Alice McCarthy,Corporativo,Estados Unidos,Grand Prairie,Texas,75051.0,Centro,OFF-ST-10001328,Material de escritorio,Armazenamento,"Personal Filing Tote with Lid, Black/Gray",37.224
189,CA-2017-157000,2017-07-16,2017-07-22,Classe padrao,AM-10360,Alice McCarthy,Corporativo,Estados Unidos,Grand Prairie,Texas,75051.0,Centro,OFF-PA-10001950,Material de escritorio,Papel,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.016
190,CA-2016-102281,2016-10-12,2016-10-14,Primeira classe,MP-17470,Mark Packer,Home office,Estados Unidos,New York City,New York,10035.0,Leste,FUR-BO-10002613,Moveis,Estantes,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136
191,CA-2016-102281,2016-10-12,2016-10-14,Primeira classe,MP-17470,Mark Packer,Home office,Estados Unidos,New York City,New York,10035.0,Leste,TEC-PH-10001552,Tecnologia,Telefones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76
192,CA-2016-102281,2016-10-12,2016-10-14,Primeira classe,MP-17470,Mark Packer,Home office,Estados Unidos,New York City,New York,10035.0,Leste,OFF-PA-10000061,Material de escritorio,Papel,Xerox 205,51.84
193,CA-2016-102281,2016-10-12,2016-10-14,Primeira classe,MP-17470,Mark Packer,Home office,Estados Unidos,New York City,New York,10035.0,Leste,FUR-BO-10002545,Moveis,Estantes,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352
194,CA-2016-102281,2016-10-12,2016-10-14,Primeira classe,MP-17470,Mark Packer,Home office,Estados Unidos,New York City,New York,10035.0,Leste,OFF-AR-10003514,Material de escritorio,Arte,4009 Highlighters by Sanford,19.9
195,CA-2016-131457,2016-10-31,2016-11-06,Classe padrao,MZ-17515,Mary Zewe,Corporativo,Estados Unidos,Redlands,California,92374.0,Oeste,OFF-EN-10001509,Material de escritorio,Envelopes,Poly String Tie Envelopes,14.28
196,CA-2015-140004,2015-03-21,2015-03-25,Classe padrao,CB-12025,Cassandra Brandow,Consumidor,Estados Unidos,Hamilton,Ohio,45011.0,Leste,OFF-AR-10004685,Material de escritorio,Arte,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408
